path,label,width,height,aspect_ratio,group_id,split
D:\DS107-ImageDetector\01-data\cleaned\real\00000003566.png,real,800,600,1.333,00000003566,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003572.png,real,665,405,1.642,00000003572,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003573.png,real,600,336,1.786,00000003573,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003579.png,real,800,533,1.501,00000003579,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003583.png,real,700,466,1.502,00000003583,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003589.png,real,1600,1055,1.517,00000003589,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003612.png,real,3648,2736,1.333,00000003612,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003616.png,real,665,401,1.658,00000003616,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003632.png,real,630,418,1.507,00000003632,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003635.png,real,900,600,1.5,00000003635,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003639.png,real,820,547,1.499,00000003639,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003644.png,real,650,378,1.72,00000003644,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003647.png,real,800,533,1.501,00000003647,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003648.png,real,640,426,1.502,00000003648,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003649.png,real,1840,1228,1.498,00000003649,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003650.png,real,800,531,1.507,00000003650,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003656.png,real,700,468,1.496,00000003656,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003664.png,real,660,439,1.503,00000003664,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003667.png,real,1365,1510,0.904,00000003667,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003670.png,real,800,533,1.501,00000003670,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003694.png,real,1000,750,1.333,00000003694,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003696.png,real,640,426,1.502,00000003696,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003702.png,real,960,720,1.333,00000003702,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003716.png,real,960,640,1.5,00000003716,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003723.png,real,680,510,1.333,00000003723,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003725.png,real,751,500,1.502,00000003725,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003730.png,real,750,398,1.884,00000003730,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003732.png,real,1024,596,1.718,00000003732,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003733.png,real,650,460,1.413,00000003733,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003736.png,real,667,667,1.0,00000003736,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003741.png,real,706,469,1.505,00000003741,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003746.png,real,1099,733,1.499,00000003746,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003752.png,real,700,466,1.502,00000003752,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003757.png,real,1200,768,1.562,00000003757,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003758.png,real,800,559,1.431,00000003758,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003762.png,real,640,480,1.333,00000003762,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003775.png,real,2040,1360,1.5,00000003775,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003777.png,real,800,533,1.501,00000003777,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003798.png,real,600,378,1.587,00000003798,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003799.png,real,2068,1182,1.75,00000003799,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003800.png,real,1200,900,1.333,00000003800,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003808.png,real,1536,1320,1.164,00000003808,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003810.png,real,2000,1333,1.5,00000003810,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003813.png,real,900,600,1.5,00000003813,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003825.png,real,1500,999,1.502,00000003825,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003826.png,real,597,743,0.803,00000003826,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003829.png,real,640,426,1.502,00000003829,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003830.png,real,960,960,1.0,00000003830,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003844.png,real,2560,1920,1.333,00000003844,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003847.png,real,1500,1125,1.333,00000003847,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003855.png,real,960,720,1.333,00000003855,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003857.png,real,1920,1281,1.499,00000003857,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003876.png,real,1000,1000,1.0,00000003876,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003883.png,real,550,328,1.677,00000003883,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003904.png,real,660,448,1.473,00000003904,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003911.png,real,888,515,1.724,00000003911,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003920.png,real,800,509,1.572,00000003920,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003922.png,real,1360,907,1.499,00000003922,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003934.png,real,1024,996,1.028,00000003934,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003946.png,real,665,375,1.773,00000003946,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003949.png,real,800,450,1.778,00000003949,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003955.png,real,800,536,1.493,00000003955,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003970.png,real,600,400,1.5,00000003970,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003972.png,real,870,590,1.475,00000003972,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003974.png,real,850,480,1.771,00000003974,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000003985.png,real,700,466,1.502,00000003985,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004007.png,real,1920,1440,1.333,00000004007,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004008.png,real,680,356,1.91,00000004008,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004013.png,real,3648,2736,1.333,00000004013,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004019.png,real,650,416,1.562,00000004019,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004022.png,real,1382,918,1.505,00000004022,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004027.png,real,600,359,1.671,00000004027,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004028.png,real,700,875,0.8,00000004028,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004030.png,real,1080,810,1.333,00000004030,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004034.png,real,750,750,1.0,00000004034,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004035.png,real,1080,720,1.5,00000004035,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004042.png,real,1431,1073,1.334,00000004042,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004043.png,real,600,400,1.5,00000004043,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004045.png,real,2048,1536,1.333,00000004045,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004051.png,real,1280,855,1.497,00000004051,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004052.png,real,800,611,1.309,00000004052,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004053.png,real,680,901,0.755,00000004053,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004054.png,real,2920,1920,1.521,00000004054,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004055.png,real,1200,826,1.453,00000004055,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004064.png,real,1253,1905,0.658,00000004064,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004067.png,real,1200,800,1.5,00000004067,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004069.png,real,960,640,1.5,00000004069,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004070.png,real,700,466,1.502,00000004070,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004071.png,real,2048,1366,1.499,00000004071,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004077.png,real,650,488,1.332,00000004077,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004079.png,real,500,312,1.603,00000004079,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004086.png,real,2000,1333,1.5,00000004086,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004092.png,real,800,429,1.865,00000004092,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004095.png,real,800,600,1.333,00000004095,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004096.png,real,640,480,1.333,00000004096,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004108.png,real,600,407,1.474,00000004108,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004118.png,real,1080,843,1.281,00000004118,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004119.png,real,650,900,0.722,00000004119,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004120.png,real,800,450,1.778,00000004120,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004121.png,real,600,399,1.504,00000004121,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004122.png,real,815,543,1.501,00000004122,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004123.png,real,650,334,1.946,00000004123,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004126.png,real,500,333,1.502,00000004126,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004127.png,real,640,420,1.524,00000004127,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004130.png,real,1280,960,1.333,00000004130,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004133.png,real,1000,667,1.499,00000004133,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004135.png,real,888,544,1.632,00000004135,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004138.png,real,660,440,1.5,00000004138,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004140.png,real,640,427,1.499,00000004140,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004142.png,real,560,333,1.682,00000004142,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004144.png,real,660,442,1.493,00000004144,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004145.png,real,1051,787,1.335,00000004145,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004146.png,real,1638,2048,0.8,00000004146,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004147.png,real,1703,1080,1.577,00000004147,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004148.png,real,650,444,1.464,00000004148,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004149.png,real,725,500,1.45,00000004149,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004152.png,real,720,480,1.5,00000004152,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004154.png,real,660,439,1.503,00000004154,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004155.png,real,620,413,1.501,00000004155,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004156.png,real,512,384,1.333,00000004156,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004160.png,real,800,533,1.501,00000004160,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004162.png,real,600,315,1.905,00000004162,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004166.png,real,800,533,1.501,00000004166,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004168.png,real,960,540,1.778,00000004168,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004174.png,real,660,899,0.734,00000004174,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004175.png,real,1024,638,1.605,00000004175,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004176.png,real,838,640,1.309,00000004176,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004177.png,real,600,400,1.5,00000004177,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004180.png,real,800,612,1.307,00000004180,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004182.png,real,1920,1280,1.5,00000004182,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004183.png,real,800,480,1.667,00000004183,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004184.png,real,1071,1080,0.992,00000004184,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004185.png,real,600,450,1.333,00000004185,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004187.png,real,940,627,1.499,00000004187,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004189.png,real,1200,900,1.333,00000004189,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004190.png,real,640,462,1.385,00000004190,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004191.png,real,660,427,1.546,00000004191,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004192.png,real,600,754,0.796,00000004192,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004193.png,real,555,330,1.682,00000004193,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004194.png,real,1334,1000,1.334,00000004194,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004195.png,real,960,720,1.333,00000004195,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004196.png,real,1115,720,1.549,00000004196,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004197.png,real,700,393,1.781,00000004197,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004198.png,real,660,660,1.0,00000004198,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004201.png,real,1200,956,1.255,00000004201,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004202.png,real,800,529,1.512,00000004202,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004208.png,real,600,315,1.905,00000004208,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004214.png,real,1280,720,1.778,00000004214,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004215.png,real,729,506,1.441,00000004215,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004217.png,real,645,430,1.5,00000004217,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004218.png,real,1024,576,1.778,00000004218,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004221.png,real,500,332,1.506,00000004221,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004223.png,real,600,415,1.446,00000004223,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004224.png,real,2048,1268,1.615,00000004224,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004225.png,real,700,477,1.468,00000004225,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004226.png,real,550,366,1.503,00000004226,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004227.png,real,800,600,1.333,00000004227,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004228.png,real,2666,2000,1.333,00000004228,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004232.png,real,1024,681,1.504,00000004232,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004233.png,real,624,448,1.393,00000004233,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004234.png,real,800,600,1.333,00000004234,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004235.png,real,696,235,2.962,00000004235,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004236.png,real,600,400,1.5,00000004236,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004237.png,real,800,533,1.501,00000004237,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004239.png,real,660,440,1.5,00000004239,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004241.png,real,1024,678,1.51,00000004241,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004242.png,real,912,612,1.49,00000004242,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004243.png,real,960,720,1.333,00000004243,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004244.png,real,600,401,1.496,00000004244,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004247.png,real,500,336,1.488,00000004247,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004248.png,real,4928,2956,1.667,00000004248,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004251.png,real,640,426,1.502,00000004251,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004252.png,real,800,450,1.778,00000004252,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004253.png,real,800,600,1.333,00000004253,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004255.png,real,1200,1200,1.0,00000004255,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004259.png,real,820,820,1.0,00000004259,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004260.png,real,600,399,1.504,00000004260,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004264.png,real,1024,680,1.506,00000004264,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004268.png,real,570,350,1.629,00000004268,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004269.png,real,1200,768,1.562,00000004269,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004271.png,real,640,427,1.499,00000004271,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004275.png,real,800,545,1.468,00000004275,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004276.png,real,1024,681,1.504,00000004276,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004291.png,real,900,600,1.5,00000004291,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004292.png,real,670,446,1.502,00000004292,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004294.png,real,1080,721,1.498,00000004294,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004297.png,real,800,450,1.778,00000004297,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004303.png,real,1200,800,1.5,00000004303,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004307.png,real,900,1200,0.75,00000004307,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004308.png,real,640,426,1.502,00000004308,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004311.png,real,800,480,1.667,00000004311,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004312.png,real,600,401,1.496,00000004312,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004313.png,real,1080,1350,0.8,00000004313,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004316.png,real,800,600,1.333,00000004316,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004320.png,real,682,455,1.499,00000004320,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004322.png,real,800,450,1.778,00000004322,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004324.png,real,4339,2893,1.5,00000004324,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004326.png,real,960,640,1.5,00000004326,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004330.png,real,500,375,1.333,00000004330,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004331.png,real,675,450,1.5,00000004331,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004335.png,real,820,461,1.779,00000004335,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004342.png,real,660,990,0.667,00000004342,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004344.png,real,645,430,1.5,00000004344,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004346.png,real,770,510,1.51,00000004346,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004347.png,real,640,640,1.0,00000004347,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004349.png,real,660,360,1.833,00000004349,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004350.png,real,700,466,1.502,00000004350,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004351.png,real,1000,599,1.669,00000004351,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004355.png,real,700,525,1.333,00000004355,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004356.png,real,1000,663,1.508,00000004356,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004362.png,real,1600,832,1.923,00000004362,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004363.png,real,800,533,1.501,00000004363,train
D:\DS107-ImageDetector\01-data\cleaned\real\00000004368.png,real,980,735,1.333,00000004368,train
