path,label,label_num,split,group_id,orig_width,orig_height,orig_aspect_ratio,file_size,file_size_per_pixel,mean_r,mean_g,mean_b,std_r,std_g,std_b,brightness_mean,brightness_std,saturation_mean,saturation_std,colorfulness,entropy,laplacian_var,edge_density,noise_estimate,low_freq_energy,high_freq_energy,high_low_freq_ratio
D:\DS107-ImageDetector\01-data\cleaned\real\00000003284.png,real,0,train,00000003284,1200.0,1512.0,0.7936507936507936,2985912.0,1.6456746031746032,131.94552612304688,107.22638702392578,96.854736328125,77.8324203491211,70.48221588134766,64.17383575439453,113.43407481527093,68.19928895365268,97.18009159482759,60.183663748017764,64.91621398925781,7.824270248413086,4039.4548258604746,0.2256580972906404,17.627729415893555,355135.0,623.3244018554688,0.0017551759242413483
D:\DS107-ImageDetector\01-data\cleaned\real\00000003285.png,real,0,train,00000003285,800.0,600.0,1.3333333333333333,627277.0,1.3068270833333333,93.74991607666016,90.1151351928711,90.50540924072266,53.08156967163086,51.41387939453125,50.9560661315918,91.24684651692708,50.937638997447856,53.2569580078125,34.25946808652762,26.076370239257812,7.280635833740234,1764.7601321401696,0.18819173177083334,12.276361465454102,217920.703125,316.9397277832031,0.0014543809892233642
D:\DS107-ImageDetector\01-data\cleaned\real\00000003286.png,real,0,train,00000003286,800.0,600.0,1.3333333333333333,878496.0,1.8302,108.6628189086914,103.66552734375,101.923583984375,59.30185317993164,61.005130767822266,68.97088623046875,104.95762125651042,55.18616338072459,96.48372395833333,75.86969990926707,68.13032531738281,7.683055400848389,3223.7390099859076,0.21866861979166666,15.359654426574707,279663.625,443.5085754394531,0.0015858643591544566
D:\DS107-ImageDetector\01-data\cleaned\real\00000003289.png,real,0,train,00000003289,702.0,402.0,1.7462686567164178,502159.0,1.7794184348910718,155.8848419189453,148.745849609375,143.357177734375,83.37248229980469,76.45918273925781,73.86970520019531,150.27474850171234,77.47067178850223,49.28298908390411,47.53424150646024,31.349254608154297,7.468428611755371,3389.559061632033,0.1856538955479452,17.313444137573242,589849.6875,520.546875,0.0008825076727704313
D:\DS107-ImageDetector\01-data\cleaned\real\00000003290.png,real,0,train,00000003290,800.0,1067.0,0.7497656982193065,1534258.0,1.7973969072164948,129.11495971679688,92.41085052490234,58.56438064575195,73.30461120605469,57.855491638183594,42.99063491821289,99.52754826570681,57.537017679027485,137.72388334424085,59.60389936056008,77.04768371582031,7.644747734069824,3814.911938974802,0.25580824607329844,16.754688262939453,278815.375,530.2130737304688,0.0019016636859801928
D:\DS107-ImageDetector\01-data\cleaned\real\00000003291.png,real,0,train,00000003291,620.0,413.0,1.5012106537530265,417106.0,1.6289385300320238,119.14896392822266,115.22647094726562,106.2085952758789,70.26404571533203,77.98980712890625,89.49630737304688,115.37093290441176,76.62628001133822,72.69744944852941,44.38963545853633,25.79901885986328,7.341525077819824,1294.175673352938,0.12081801470588235,10.059142112731934,400279.78125,216.69857788085938,0.0005413677833143213
D:\DS107-ImageDetector\01-data\cleaned\real\00000003295.png,real,0,train,00000003295,720.0,540.0,1.3333333333333333,687836.0,1.7691255144032922,122.5130844116211,99.5942153930664,91.67559814453125,67.69983673095703,58.47712707519531,53.77855682373047,105.54402669270833,57.503968161280476,72.33634440104167,52.28948087588372,55.6663703918457,7.689608573913574,2167.2127254737748,0.19130452473958334,12.938750267028809,290728.03125,326.36224365234375,0.0011225688911011484
D:\DS107-ImageDetector\01-data\cleaned\real\00000003297.png,real,0,train,00000003297,992.0,661.0,1.5007564296520424,1052214.0,1.6046892538187496,137.59725952148438,128.6339111328125,128.43177795410156,75.15235137939453,71.44734191894531,71.70526123046875,131.28724724264706,70.96764488452055,51.063901654411765,42.840491410141254,40.04096984863281,7.862940311431885,3216.3187975604314,0.23901654411764706,16.221981048583984,454945.15625,571.8346557617188,0.001256930968284611
D:\DS107-ImageDetector\01-data\cleaned\real\00000003306.png,real,0,train,00000003306,1024.0,657.0,1.5585996955859969,1316991.0,1.9575708119292237,92.59732055664062,60.47806167602539,63.39522171020508,66.00552368164062,62.291988372802734,64.46662139892578,70.4139434070122,59.493355857085454,141.88559927591464,78.17806270138124,60.42470169067383,7.477287769317627,2524.500074206187,0.2059594131097561,13.821956634521484,171543.671875,361.3492126464844,0.0021064560918911093
D:\DS107-ImageDetector\01-data\cleaned\real\00000003307.png,real,0,train,00000003307,800.0,533.0,1.5009380863039399,834777.0,1.9577321763602251,90.76178741455078,60.85813522338867,31.401952743530273,56.879234313964844,45.11513137817383,42.161102294921875,66.44172794117647,45.44039562696178,175.0344669117647,63.869702766783625,59.62931823730469,7.186498641967773,3016.438123783521,0.19232536764705882,15.29305362701416,124084.953125,435.5143737792969,0.0035098081017166985
D:\DS107-ImageDetector\01-data\cleaned\real\00000003325.png,real,0,train,00000003325,800.0,482.0,1.6597510373443984,757442.0,1.9643205394190872,151.71743774414062,154.1759033203125,146.13446044921875,58.793190002441406,59.096832275390625,64.43214416503906,152.5205965909091,59.11488891305236,33.69914265422078,38.81801102826216,22.086322784423828,7.467326641082764,3607.045411533118,0.21940949675324675,15.468562126159668,554297.3125,359.225341796875,0.0006480733961647496
D:\DS107-ImageDetector\01-data\cleaned\real\00000003346.png,real,0,train,00000003346,575.0,410.0,1.4024390243902438,384094.0,1.6292428419936373,146.6239471435547,132.8099822998047,113.44599914550781,77.41512298583984,78.0826416015625,84.665771484375,134.7311770260989,77.26323863347403,69.89247081043956,70.43363607907479,52.16608810424805,7.18633508682251,2476.2946543846138,0.1736564217032967,13.632553100585938,519125.125,394.60467529296875,0.0007601340337610535
D:\DS107-ImageDetector\01-data\cleaned\real\00000003350.png,real,0,train,00000003350,665.0,491.0,1.354378818737271,683440.0,2.093135078020918,91.71778106689453,93.12276458740234,76.68458557128906,47.80546188354492,45.09280776977539,50.1162109375,90.83201058201058,45.173222728863706,85.37446263227513,39.5996315355365,24.866130828857422,7.436007499694824,3260.541316458641,0.22030009920634921,14.655817031860352,214112.34375,354.5521240234375,0.0016559163185724593
D:\DS107-ImageDetector\01-data\cleaned\real\00000003357.png,real,0,train,00000003357,640.0,428.0,1.4953271028037383,542080.0,1.9789719626168225,170.00717163085938,139.15818786621094,101.00774383544922,75.68902587890625,66.54830932617188,67.48304748535156,144.03536184210526,64.99760546855082,119.53547605994152,67.10345789345816,74.61994171142578,7.7230048179626465,3262.4160461702345,0.22128563596491227,15.943915367126465,519860.5,522.2027587890625,0.0010045055525262114
D:\DS107-ImageDetector\01-data\cleaned\real\00000003372.png,real,0,train,00000003372,1024.0,576.0,1.7777777777777777,963096.0,1.6328531901041667,73.42762756347656,62.22951889038086,52.88750457763672,62.24219512939453,56.02078628540039,56.413272857666016,64.51236979166667,54.25446219192281,123.41780598958333,78.08483810613504,53.385032653808594,7.386194705963135,2859.9930666434916,0.1811252170138889,14.098674774169922,136835.984375,290.83184814453125,0.002125404727951408
D:\DS107-ImageDetector\01-data\cleaned\real\00000003375.png,real,0,train,00000003375,700.0,400.0,1.75,492089.0,1.7574607142857144,127.50243377685547,130.88987731933594,130.2008514404297,55.07085418701172,59.58744430541992,65.26054382324219,129.79508240582192,57.74509156410666,48.64899935787671,42.30114520005189,31.004905700683594,7.73589563369751,2899.7874590178817,0.1722495719178082,14.79857063293457,417919.84375,326.7581481933594,0.0007818679899507681
D:\DS107-ImageDetector\01-data\cleaned\real\00000003376.png,real,0,train,00000003376,540.0,360.0,1.5,414454.0,2.1319650205761316,120.13619232177734,107.65788269042969,64.21532440185547,59.16413497924805,52.570899963378906,44.974647521972656,106.43860294117647,50.72630974772121,132.35328584558823,61.28267008923255,62.53188705444336,7.458388328552246,4664.068985075637,0.19416360294117646,18.196195602416992,277438.78125,569.7066650390625,0.0020534499988510238
D:\DS107-ImageDetector\01-data\cleaned\real\00000003377.png,real,0,train,00000003377,1280.0,1067.0,1.1996251171508903,2788696.0,2.041863870665417,88.71590423583984,103.54772186279297,93.73885345458984,54.602088928222656,49.28492736816406,63.574642181396484,97.99354460093896,49.76595931525142,96.03746698943662,45.066412353633766,43.925350189208984,7.4588751792907715,4842.942912280272,0.2720987382629108,17.572341918945312,247474.40625,523.654541015625,0.002115994736387427
D:\DS107-ImageDetector\01-data\cleaned\real\00000003378.png,real,0,train,00000003378,600.0,350.0,1.7142857142857142,517950.0,2.4664285714285716,105.39086151123047,95.88003540039062,106.48812103271484,64.80250549316406,62.524906158447266,67.298095703125,99.92934668624162,59.69108346645689,86.93223049496645,59.608430184251326,54.85129928588867,7.721129894256592,5897.511629257109,0.23770448825503357,18.85978126525879,282600.90625,485.220458984375,0.0017169812560866755
D:\DS107-ImageDetector\01-data\cleaned\real\00000003383.png,real,0,train,00000003383,1000.0,637.0,1.5698587127158556,1222955.0,1.919866562009419,157.2195587158203,111.01725769042969,116.0716323852539,84.28978729248047,84.47052764892578,76.36234283447266,125.40984470858896,77.54328194043622,118.50004792944786,82.13920164625166,86.3109130859375,7.887188911437988,3793.1924924341124,0.18304256134969324,16.790294647216797,446046.5625,530.860595703125,0.0011901461424290499
D:\DS107-ImageDetector\01-data\cleaned\real\00000003388.png,real,0,train,00000003388,800.0,500.0,1.6,734057.0,1.8351425,150.44168090820312,141.8674774169922,131.6950225830078,61.171749114990234,57.33173370361328,54.26591873168945,143.2725341796875,57.04189384857273,47.1498291015625,37.22657528816796,32.73603820800781,7.683537483215332,2868.3134494566916,0.23798828125,14.481489181518555,475971.09375,384.7825622558594,0.0008084158204320602
D:\DS107-ImageDetector\01-data\cleaned\real\00000003389.png,real,0,train,00000003389,560.0,374.0,1.4973262032085561,441835.0,2.10960179526356,147.02761840820312,133.8002471923828,126.90863800048828,51.85377883911133,57.653045654296875,61.626468658447266,136.96796875,54.116633334038696,62.17247242647059,59.80112095605184,44.865360260009766,7.6862359046936035,4080.867858920509,0.2591222426470588,17.42165184020996,443670.875,535.5741577148438,0.0012071429248422757
D:\DS107-ImageDetector\01-data\cleaned\real\00000003401.png,real,0,train,00000003401,2048.0,1150.0,1.7808695652173914,2986489.0,1.2680405061141304,131.9345703125,121.10002899169922,83.40821838378906,49.625606536865234,45.11311721801758,61.47555160522461,120.04911494755245,45.69833282174484,112.84145541958041,82.85934300032007,55.89537048339844,7.488465309143066,2484.5985598144653,0.2529228583916084,13.318787574768066,365771.53125,294.1297302246094,0.0008041351092017261
D:\DS107-ImageDetector\01-data\cleaned\real\00000003402.png,real,0,train,00000003402,1200.0,768.0,1.5625,1107798.0,1.2020377604166668,45.25982666015625,38.40409469604492,32.26885986328125,38.86356735229492,34.18585968017578,30.545452117919922,39.763540069018404,34.47055036202433,78.00575153374233,47.28996858457061,23.369386672973633,6.603893756866455,1865.3961337415924,0.12531154141104295,12.033935546875,51402.1875,235.84153747558594,0.004588161495569426
D:\DS107-ImageDetector\01-data\cleaned\real\00000003426.png,real,0,train,00000003426,1080.0,720.0,1.5,1344257.0,1.7287255658436214,99.63780212402344,77.34529113769531,52.23237609863281,68.2415771484375,60.42054748535156,44.434574127197266,81.15094209558823,58.97684721858293,117.47162224264706,63.367848780285435,57.55465316772461,7.59232234954834,4000.1252897923873,0.2763786764705882,16.896486282348633,199008.34375,471.9036560058594,0.002371275732029882
D:\DS107-ImageDetector\01-data\cleaned\real\00000003430.png,real,0,train,00000003430,1024.0,697.0,1.4691535150645625,1170568.0,1.6400757711621234,103.42120361328125,102.62059783935547,101.93020629882812,68.43184661865234,68.79525756835938,70.14488983154297,102.78571749281609,68.57093609913332,45.106613685344826,28.74377536454531,15.23064136505127,7.580620765686035,2209.3766764059833,0.15218660201149425,12.927801132202148,328915.21875,330.1224365234375,0.001003670300748063
D:\DS107-ImageDetector\01-data\cleaned\real\00000003433.png,real,0,train,00000003433,960.0,567.0,1.693121693121693,1049207.0,1.927555482069371,111.40580749511719,108.16869354248047,94.23497009277344,65.07557678222656,62.79508590698242,64.03548431396484,107.54757346854305,62.75843557922061,71.0755639486755,40.44283095282442,28.50486946105957,7.827332973480225,4351.826161167548,0.23468543046357615,17.789804458618164,334499.9375,499.3675842285156,0.001492877959741026
D:\DS107-ImageDetector\01-data\cleaned\real\00000003435.png,real,0,train,00000003435,600.0,400.0,1.5,459953.0,1.9164708333333333,69.54390716552734,116.8835220336914,156.33457946777344,55.36246871948242,55.758506774902344,61.42808151245117,107.22364430147059,51.88928937451925,147.88097426470588,67.5797822088015,79.70222473144531,7.504740238189697,2505.1040362591066,0.2309283088235294,14.618573188781738,287460.40625,441.629150390625,0.001536312969677401
D:\DS107-ImageDetector\01-data\cleaned\real\00000003440.png,real,0,train,00000003440,1920.0,1277.0,1.5035238841033673,3221761.0,1.314017635734795,165.02952575683594,157.4754638671875,131.70626831054688,56.5504264831543,55.75997543334961,66.8487319946289,156.79538143382354,52.51302553568489,68.809765625,71.52647372934463,68.73904418945312,7.333629608154297,4256.6999993616655,0.230078125,18.546905517578125,564129.3125,518.5620727539062,0.0009192255414912463
D:\DS107-ImageDetector\01-data\cleaned\real\00000003443.png,real,0,train,00000003443,1000.0,567.0,1.763668430335097,892940.0,1.5748500881834215,100.78362274169922,109.38221740722656,118.00167083740234,82.27529907226562,60.244319915771484,75.24840545654297,107.79040948275862,60.15429007908356,133.33348599137932,78.68056544464066,91.03596496582031,7.670785427093506,2494.9121705814323,0.1714978448275862,14.476561546325684,303244.28125,468.2396545410156,0.0015441005271752347
D:\DS107-ImageDetector\01-data\cleaned\real\00000003447.png,real,0,train,00000003447,1050.0,700.0,1.5,1653673.0,2.249895238095238,168.9093780517578,120.76355743408203,76.48230743408203,72.47713470458984,76.31746673583984,69.04225158691406,130.1122012867647,70.51295789883804,148.15034466911766,67.73488701886502,86.8410415649414,7.917447090148926,3782.461267839583,0.25909926470588235,16.330238342285156,450373.59375,464.03155517578125,0.0010303258486183636
D:\DS107-ImageDetector\01-data\cleaned\real\00000003449.png,real,0,train,00000003449,615.0,411.0,1.4963503649635037,540573.0,2.138638656459557,146.69540405273438,145.5830078125,141.85069274902344,59.38294219970703,59.001731872558594,59.776039123535156,145.49426626461988,58.33329310791854,30.73611111111111,29.468879766895185,26.29177474975586,7.716729640960693,3665.221633866778,0.23501461988304093,16.437978744506836,514505.9375,417.9094543457031,0.0008122539000741755
D:\DS107-ImageDetector\01-data\cleaned\real\00000003457.png,real,0,train,00000003457,750.0,500.0,1.5,829700.0,2.2125333333333335,108.77249908447266,101.0413818359375,99.31686401367188,61.909324645996094,62.626625061035156,61.99647521972656,103.15746783088235,59.42466805587857,54.98825827205882,63.38335471817781,48.21342849731445,7.712875843048096,6040.639800746087,0.28715533088235295,20.300796508789062,278614.0625,718.3013916015625,0.0025781232474636367
D:\DS107-ImageDetector\01-data\cleaned\real\00000003461.png,real,0,train,00000003461,700.0,453.0,1.5452538631346577,609387.0,1.9217502365184485,65.73212432861328,66.3396987915039,60.441001892089844,51.64786148071289,52.33774185180664,57.97072219848633,65.49142992424242,52.32329092425963,69.12405303030303,48.013130494280674,20.009578704833984,7.2088727951049805,2424.6219796055143,0.1448626893939394,12.791976928710938,145167.046875,252.16543579101562,0.0017370707830691912
D:\DS107-ImageDetector\01-data\cleaned\real\00000003462.png,real,0,train,00000003462,1200.0,835.0,1.437125748502994,1425794.0,1.4229481037924152,153.52359008789062,156.94708251953125,158.84510803222656,56.64346694946289,57.60576248168945,57.99562072753906,156.1384304775281,55.658748674375296,37.77484199438202,42.57240710082601,35.405086517333984,7.616079807281494,2242.098475192445,0.17027299859550563,12.946754455566406,570566.1875,269.62762451171875,0.00047256151944986054
D:\DS107-ImageDetector\01-data\cleaned\real\00000003464.png,real,0,train,00000003464,1920.0,1200.0,1.6,3534764.0,1.534185763888889,100.19355773925781,106.584716796875,106.8729476928711,47.80637741088867,44.84051513671875,68.88078308105469,104.703564453125,46.137105849010496,96.4937744140625,60.46802131595741,43.520015716552734,7.512571334838867,2495.239157578945,0.148974609375,13.163209915161133,261017.0,243.73306274414062,0.0009337823312049839
D:\DS107-ImageDetector\01-data\cleaned\real\00000003471.png,real,0,train,00000003471,700.0,544.0,1.286764705882353,648069.0,1.701861869747899,159.08946228027344,149.64593505859375,145.59783935546875,76.91595458984375,77.46375274658203,81.77124786376953,152.00984453914143,76.28280778190694,51.020833333333336,58.70026102104993,43.18386459350586,7.496730804443359,3562.1934631362446,0.19172190656565657,16.76671600341797,621739.3125,575.7314453125,0.0009260013541647984
D:\DS107-ImageDetector\01-data\cleaned\real\00000003473.png,real,0,train,00000003473,680.0,408.0,1.6666666666666667,612968.0,2.20937139561707,137.0430908203125,114.30318450927734,94.12104034423828,62.791107177734375,53.34666061401367,53.189842224121094,118.80581086601308,52.07062761626254,107.39539930555556,52.73005477666676,58.36577606201172,7.668683052062988,3676.5414507472074,0.25002553104575165,16.488277435302734,336517.125,448.2598876953125,0.0013320566901173282
D:\DS107-ImageDetector\01-data\cleaned\real\00000003490.png,real,0,train,00000003490,1024.0,680.0,1.5058823529411764,1093260.0,1.5700539981617647,91.96063995361328,70.00418090820312,45.20370101928711,72.01649475097656,61.689456939697266,53.9300422668457,73.74577205882353,62.4285597626301,140.212890625,55.19138130220173,53.451141357421875,7.370614528656006,2905.4232542334953,0.17564338235294116,15.232037544250488,185497.828125,408.93292236328125,0.0022045159584709244
D:\DS107-ImageDetector\01-data\cleaned\real\00000003497.png,real,0,train,00000003497,700.0,500.0,1.4,578765.0,1.6536142857142857,80.34868621826172,149.77734375,167.98851013183594,69.3116455078125,50.05369186401367,71.78325653076172,131.09031593406593,48.2283667514832,170.8355726304945,68.65559504249296,99.34706115722656,7.546271800994873,1682.0055289400357,0.12716775412087913,11.208854675292969,422571.625,228.6901092529297,0.0005411866195533698
D:\DS107-ImageDetector\01-data\cleaned\real\00000003514.png,real,0,train,00000003514,1024.0,1273.0,0.8043990573448547,1997407.0,1.5322802619304792,114.46836853027344,116.82671356201172,111.01541900634766,74.5525894165039,68.18952178955078,74.67962646484375,115.46215701219512,70.24038928864552,70.91057545731708,58.98032874881454,23.50274658203125,7.6920061111450195,1193.921399350958,0.09874237804878049,9.294507026672363,389340.90625,200.5307159423828,0.0005150517521362492
D:\DS107-ImageDetector\01-data\cleaned\real\00000003520.png,real,0,train,00000003520,700.0,446.0,1.5695067264573992,643889.0,2.062424727738629,122.09803771972656,114.13444519042969,93.05377960205078,66.46142578125,66.39474487304688,71.89625549316406,114.1122747315951,64.06234288340798,93.85633148006134,68.18408988734754,56.27513885498047,7.806130409240723,3194.9218342539966,0.22696990030674846,15.98382568359375,348813.375,497.3263854980469,0.0014257663872494356
D:\DS107-ImageDetector\01-data\cleaned\real\00000003521.png,real,0,train,00000003521,960.0,640.0,1.5,1130237.0,1.8395784505208332,119.42527770996094,118.70792388916016,107.47343444824219,64.4181900024414,59.287784576416016,62.485321044921875,117.64202665441177,58.92548574860328,71.41259191176471,56.27277919066035,42.89311218261719,7.7558674812316895,4319.70380708107,0.2567095588235294,18.067052841186523,349922.34375,564.7141723632812,0.001613827131789909
D:\DS107-ImageDetector\01-data\cleaned\real\00000003527.png,real,0,train,00000003527,600.0,376.0,1.5957446808510638,472531.0,2.094552304964539,147.75643920898438,127.70600891113281,109.67671203613281,76.8668212890625,71.74420928955078,75.91299438476562,131.645458984375,70.25310014486988,95.6677001953125,71.3887608620975,71.110107421875,7.947103500366211,4407.124618530273,0.2876708984375,19.608814239501953,434541.0,712.0796508789062,0.0016386938191767632
D:\DS107-ImageDetector\01-data\cleaned\real\00000003529.png,real,0,train,00000003529,660.0,448.0,1.4732142857142858,399310.0,1.350480248917749,147.8942413330078,145.75485229492188,145.83982849121094,77.61888122558594,78.6757583618164,80.08866119384766,146.39900198699422,78.50519314249648,15.904488800578035,31.07068422861789,3.2599148750305176,7.565129280090332,3453.7247045852755,0.20154443641618497,16.577543258666992,589665.6875,531.1002807617188,0.0009006803211043372
D:\DS107-ImageDetector\01-data\cleaned\real\00000003531.png,real,0,train,00000003531,1500.0,1093.0,1.3723696248856359,2682785.0,1.6363433973772492,119.09746551513672,127.57449340820312,132.6160125732422,67.13031005859375,71.47261810302734,80.57295989990234,125.61567540322581,69.7825282182948,68.1428931451613,46.03327367070559,39.88145446777344,7.7419538497924805,3615.688694726223,0.2006048387096774,16.009811401367188,422837.96875,457.584228515625,0.0010821739350142363
D:\DS107-ImageDetector\01-data\cleaned\real\00000003538.png,real,0,train,00000003538,2048.0,1400.0,1.4628571428571429,4211990.0,1.4690255301339286,126.07064819335938,108.53243255615234,96.26634216308594,63.306243896484375,64.3658676147461,69.37060546875,112.37946428571429,63.116542769242216,85.39794642857143,61.335957070151075,43.07633590698242,7.7883453369140625,3278.0104434943996,0.25104910714285716,16.160715103149414,355309.15625,573.9961547851562,0.0016154837123906515
D:\DS107-ImageDetector\01-data\cleaned\real\00000003540.png,real,0,train,00000003540,1200.0,801.0,1.4981273408239701,1800885.0,1.8735799001248439,71.4640884399414,58.190372467041016,45.093589782714844,51.131656646728516,47.218467712402344,51.20764923095703,60.66654411764706,46.793586379889405,133.51380974264706,70.2695652738531,42.57804489135742,7.230245590209961,1931.385839655787,0.18426011029411765,12.206295013427734,115849.5,282.7442932128906,0.002440617294100244
